Symbol,CompanyName,Industry,MarketCap
NETC,Nabors Energy Transition,Shell Companies,168176416
NETD,Nabors Energy Transition Corp. II,Shell Companies,393068760
NETI,Eneti,Marine Shipping,422799274
NEU,NewMarket,Specialty Chemicals,5266718577
NEWP,New Pacific Metals,Other Precious Metals & Mining,302485920
NEWT,Newtek Business Services,Asset Management,350497404
NEXA,Nexa Resources,Other Industrial Metals & Mining,782714490
NEXI,NexImmune,Biotechnology,3893918
NEXT,NextDecade,Oil & Gas E&P,1295703750
NFBK,"Northfield Bancorp, Inc. (Staten Island, NY)",Banks - Regional,500361393
NFE,New Fortress Energy,Utilities - Regulated Gas,7766574280
NFG,National Fuel Gas Company,Oil & Gas Integrated,4657597312
NFGC,New Found Gold,Gold,657792960
NFLX,Netflix,Entertainment,1.98602E+11
NFTG,The NFT Gaming Company,Electronic Gaming & Multimedia,4265527
NFYS,Enphys Acquisition,Shell Companies,272507555
NG,NovaGold Resources,Gold,1336723968
NGD,New Gold,Gold,944610000
NGG,National Grid,Utilities - Regulated Electric,49768435860
NGL,NGL Energy Partners LP,Oil & Gas Midstream,573882446
NGM,NGM Biopharmaceuticals,Biotechnology,70986442
NGMS,NeoGames,Gambling,938330010
NGS,Natural Gas Services Group,Oil & Gas Equipment & Services,170266637
NGVC,Natural Grocers by Vitamin Cottage,Grocery Stores,378358656
NGVT,Ingevity,Specialty Chemicals,1512294462
NHC,National HealthCare,Medical Care Facilities,1357759560
NHI,National Health Investors,REIT - Healthcare Facilities,2387973098
NHTC,Natural Health Trends,Internet Retail,64033408
NHWK,NightHawk Biosciences,Biotechnology,8737437
NI,NiSource,Utilities - Regulated Gas,11764174100
NIC,Nicolet Bankshares,Banks - Regional,1159632016
NICE,NICE Ltd.,Software - Application,12868737280
NICK,Nicholas Financial,Credit Services,49932000
NINE,Nine Energy Service,Oil & Gas Equipment & Services,77714780
NIO,NIO Inc.,Auto Manufacturers,11591072280
NIR,Near Intelligence,Software - Application,7865316
NISN,Nisun International Enterprise Development Group,Credit Services,14182128
NIU,Niu Technologies,Auto Manufacturers,148737105
NJR,New Jersey Resources,Utilities - Regulated Gas,4312813464
NKE,"NIKE, Inc.",Footwear & Accessories,1.76417E+11
NKGN,NKGen Biotech,Biotechnology,74422600
NKLA,Nikola,Farm & Heavy Construction Machinery,704022491
NKSH,National Bankshares,Banks - Regional,170271286
NKTR,Nektar Therapeutics,Biotechnology,96530130
NKTX,Nkarta,Biotechnology,133967379
NL,NL Industries,Security & Protection Services,256864210
NLOP,Net Lease Office Properties,REIT - Office,284823260
NLSP,NLS Pharmaceutics AG,Biotechnology,14917294
NLTX,Neoleukin Therapeutics,Drug Manufacturers - Specialty & Generic,33315556
NLY,Annaly Capital Management,REIT - Mortgage,9156647900
NM,Navios Maritime Holdings,Marine Shipping,51359625
NMFC,New Mountain Finance,Asset Management,1303504000
NMG,Nouveau Monde Graphite,Other Industrial Metals & Mining,185891634
NMIH,NMI Holdings,Insurance - Specialty,2278367670
NMM,Navios Maritime Partners L.P.,Marine Shipping,770607732
NMR,Nomura Holdings,Capital Markets,12628899379
NMRA,Neumora Therapeutics,Biotechnology,1921003841
NMRD,Nemaura Medical,Medical Devices,6077544
NMRK,Newmark Group,Real Estate Services,2099119094
NMTC,NeuroOne Medical Technologies,Medical Devices,45924864
NN,NextNav,Internet Content & Information,431733120
NNAG,99 Acquisition Group,Shell Companies,131571990
NNBR,"NN, Inc.",Conglomerates,140164288
NNDM,Nano Dimension,Computer Hardware,583739734
NNI,Nelnet,Credit Services,3197138976
NNN,NNN REIT,REIT - Retail,7433248250
NNOX,Nano-X Imaging,Medical Devices,352167640
NNVC,NanoViricides,Biotechnology,13801550
NOA,North American Construction Group,Oil & Gas Equipment & Services,560720095
NOAH,Noah Holdings,Asset Management,819828966
NOC,Northrop Grumman,Aerospace & Defense,71815166250
NODK,NI Holdings,Insurance - Property & Casualty,267688556
NOG,Northern Oil and Gas,Oil & Gas E&P,3697689320
NOGN,Nogin,Software - Application,1749721
NOK,Nokia Oyj,Communication Equipment,17525468995
NOMD,Nomad Foods,Packaged Foods,2848800500
NOTE,FiscalNote Holdings,Information Technology Services,160852860
NOTV,Inotiv,Diagnostics & Research,87145526
NOV,NOV Inc.,Oil & Gas Equipment & Services,7453098840
NOVA,Sunnova Energy International,Solar,1274350560
NOVT,Novanta,Scientific & Technical Instruments,5510862456
NOVV,Nova Vision Acquisition,Shell Companies,40609228
NOW,ServiceNow,Software - Application,1.43311E+11
NPAB,New Providence Acquisition Corp. II,Shell Companies,88300905
NPCE,NeuroPace,Medical Devices,220783080
NPK,National Presto Industries,Aerospace & Defense,558000161
NPO,EnPro Industries,Specialty Industrial Machinery,2825844184
NPWR,NET Power,Specialty Industrial Machinery,685407655
NR,Newpark Resources,Oil & Gas Equipment & Services,587959462
NRAC,Northern Revival Acquisition,Shell Companies,86391934
NRBO,NeuroBo Pharmaceuticals,Biotechnology,19414013
NRC,National Research,Health Information Services,1019169450
NRDS,NerdWallet,Credit Services,585383856
NRDY,Nerdy,Software - Application,489180672
NREF,NexPoint Real Estate Finance,REIT - Mortgage,276227357
NRG,NRG Energy,Utilities - Independent Power Producers,10793776840
NRGV,Energy Vault Holdings,Utilities - Renewable,343074940
NRIM,Northrim BanCorp,Banks - Regional,300031392
NRIX,Nurix Therapeutics,Biotechnology,417132680
NRP,Natural Resource Partners L.P.,Thermal Coal,996617248
NRSN,NeuroSense Therapeutics,Biotechnology,10012934
NRT,North European Oil Royalty Trust,Oil & Gas E&P,63690789
NRXP,NRx Pharmaceuticals,Biotechnology,28233026
NRXS,NeurAxis,Biotechnology,14916418
NS,NuStar Energy L.P.,Oil & Gas Midstream,2407131520
NSA,National Storage Affiliates Trust,REIT - Industrial,3061512740
NSC,Norfolk Southern,Railroads,49976056000
NSIT,Insight Enterprises,Electronics & Computer Distribution,5615263016
NSP,Insperity,Staffing & Employment Services,4371150350
NSPR,InspireMD,Medical Devices,55382472
NSSC,Napco Security Technologies,Security & Protection Services,1180687911
NSTB,Northern Star Investment Corp. II,Shell Companies,116691790
NSTG,NanoString Technologies,Medical Instruments & Supplies,27629528
NSTS,NSTS Bancorp,Banks - Regional,45055784
NSYS,Nortech Systems,Electronic Components,24380482
NTAP,NetApp,Computer Hardware,18417111090
NTB,The Bank of N.T. Butterfield & Son,Banks - Diversified,1499805840
NTBL,Notable Labs,Biotechnology,25111424
NTCO,Natura &Co Holding,Household & Personal Products,4756266140
NTCT,NetScout Systems,Software - Infrastructure,1522866345
NTES,NetEase,Electronic Gaming & Multimedia,65357738944
NTGR,NETGEAR,Communication Equipment,414222915
NTIC,Northern Technologies International,Specialty Chemicals,101535252
NTIP,Network-1 Technologies,Specialty Business Services,52223626
NTLA,Intellia Therapeutics,Biotechnology,2598883198
NTNX,Nutanix,Software - Infrastructure,11202050340
NTR,Nutrien,Agricultural Inputs,26913248175
NTRA,Natera,Diagnostics & Research,6928688800
NTRB,Nutriband,Biotechnology,19582875
NTRS,Northern Trust,Asset Management,16643624040
NTST,NETSTREIT,REIT - Retail,1141813944
NTWK,NetSol Technologies,Software - Application,23996608
NTZ,Natuzzi,"Furnishings, Fixtures & Appliances",70603644
NU,Nu Holdings,Banks - Diversified,38308510695
NUBI,Nubia Brand International,Shell Companies,76297591
NUE,Nucor,Steel,39848043510
NURO,NeuroMetrix,Medical Devices,3844634
NUS,Nu Skin Enterprises,Household & Personal Products,886272660
NUTX,Nutex Health,Health Information Services,129393848
NUVB,Nuvation Bio,Biotechnology,291195520
NUVL,Nuvalent,Biotechnology,4041384568
NUWE,Nuwellis,Medical Devices,1845600
NUZE,NuZee,Packaged Foods,2898576
NVAC,NorthView Acquisition,Shell Companies,67538308
NVAX,Novavax,Biotechnology,661660300
NVCR,NovoCure,Medical Instruments & Supplies,1335762500
NVCT,Nuvectis Pharma,Biotechnology,141904854
NVDA,NVIDIA,Semiconductors,1.1734E+12
NVEC,NVE Corporation,Semiconductors,356608252
NVEE,NV5 Global,Engineering & Construction,1637913536
NVEI,Nuvei,Software - Infrastructure,3308959701
NVFY,Nova LifeStyle,"Furnishings, Fixtures & Appliances",2958861
NVGS,Navigator Holdings,Oil & Gas Midstream,1036251314
NVIV,InVivo Therapeutics Holdings,Biotechnology,2329398
NVMI,Nova Ltd.,Semiconductor Equipment & Materials,3648049600
NVNI,Nvni Group,Software - Application,44372800
NVNO,enVVeno Medical,Medical Devices,50336748
NVO,Novo Nordisk,Biotechnology,3.27182E+11
NVOS,Novo Integrated Sciences,Medical Care Facilities,20846756
NVR,"NVR, Inc.",Residential Construction,20777790387
NVRI,Enviri,Waste Management,561230208
NVRO,Nevro,Medical Devices,722299725
NVS,Novartis AG,Drug Manufacturers - General,1.91961E+11
NVST,Envista Holdings,Medical Instruments & Supplies,4019376900
NVT,nVent Electric,Electrical Equipment & Parts,9198161280
NVTA,Invitae,Diagnostics & Research,163988593
NVTS,Navitas Semiconductor,Semiconductors,1345799520
NVVE,Nuvve Holding,Specialty Retail,7156088
NVX,Novonix,Electrical Equipment & Parts,226430820
NWBI,Northwest Bancshares,Banks - Regional,1508724480
NWE,NorthWestern,Utilities - Diversified,3176632914
NWFL,Norwood Financial,Banks - Regional,241273565
NWG,NatWest Group,Banks - Diversified,24923883600
NWGL,Nature Wood Group,Lumber & Wood Production,927683920
NWL,Newell Brands,Household & Personal Products,3487564000
NWLI,National Western Life Group,Insurance - Life,1656196000
NWN,Northwest Natural Holding Company,Utilities - Regulated Gas,1420745729
NWPX,Northwest Pipe Company,Metal Fabrication,277193056
NWS,News Corporation,Entertainment,4390371900
NWSA,News Corporation,Entertainment,4384519043
NWTN,NWTN Inc.,Auto & Truck Dealerships,2418267754
NX,Quanex Building Products,Building Products & Equipment,1070735298
NXE,NexGen Energy,Uranium,3588015510
NXGL,NEXGEL,Medical Instruments & Supplies,12350079
NXL,Nexalin Technology,Medical Devices,2826637
NXPI,NXP Semiconductors,Semiconductors,55560816374
NXPL,NextPlat,Software - Application,31270082
NXRT,NexPoint Residential Trust,REIT - Residential,829536633
NXST,Nexstar Media Group,Entertainment,5043164530
NXT,Nextracker,Solar,5775203885
NXTC,NextCure,Biotechnology,37669050
NXTP,NextPlay Technologies,Software - Infrastructure,2507471
NXU,"Nxu, Inc.",Electrical Equipment & Parts,1916525
NYAX,Nayax,Information Technology Services,723953888
NYC,American Strategic Investment Co,REIT - Office,17738650
NYCB,New York Community Bancorp,Banks - Regional,7037033120
NYMT,New York Mortgage Trust,REIT - Mortgage,810707808
NYT,The New York Times Company,Publishing,7638061680
NYXH,Nyxoah,Medical Instruments & Supplies,133564920
O,Realty Income,REIT - Retail,38990546640
OABI,OmniAb,Biotechnology,567212155
OAKU,Oak Woods Acquisition,Shell Companies,79146806
OB,Outbrain,Internet Content & Information,204132478
OBDC,Blue Owl Capital,Credit Services,5807021700
OBE,Obsidian Energy,Oil & Gas E&P,562177035
OBIO,Orchestra BioMed Holdings,Biotechnology,284164800
OBK,Origin Bancorp,Banks - Regional,1044955527
OBLG,Oblong,Software - Application,2251154
OBT,Orange County Bancorp,Banks - Regional,285009202
OC,Owens Corning,Building Products & Equipment,12741120000
OCAX,OCA Acquisition,Shell Companies,82874644
OCC,Optical Cable,Communication Equipment,21706831
OCEA,Ocean Biomedical,Biotechnology,20591303
OCFC,OceanFirst Financial,Banks - Regional,931159977
OCFT,OneConnect Financial Technology Co.,Software - Application,120898001
OCG,Oriental Culture Holding LTD,Internet Retail,5221842
OCGN,Ocugen,Biotechnology,99676677
OCN,Ocwen Financial,Mortgage Finance,202596294
OCS,Oculis Holding AG,Biotechnology,427554300
OCSL,Oaktree Specialty Lending,Credit Services,1573079361
OCTO,Eightco Holdings,Packaging & Containers,2689441
OCUL,Ocular Therapeutix,Biotechnology,287495332
OCUP,Ocuphire Pharma,Biotechnology,62932528
OCX,OncoCyte,Biotechnology,24369239
ODC,Oil-Dri Corporation of America,Specialty Chemicals,409898358
ODD,Oddity Tech,Software - Infrastructure,2138234225
ODFL,Old Dominion Freight Line,Trucking,40312167300
ODP,The ODP Corporation,Specialty Retail,1754528014
ODV,Osisko Development,Gold,228546368
OEC,Orion Engineered Carbons,Specialty Chemicals,1481285432
OESX,Orion Energy Systems,Electrical Equipment & Parts,28617238
OFG,OFG Bancorp,Banks - Regional,1696723200
OFIX,Orthofix Medical,Medical Devices,432257616
OFLX,Omega Flex,Specialty Industrial Machinery,784428053
OFS,OFS Capital,Asset Management,152872321
OGE,OGE Energy,Utilities - Regulated Electric,7050102400
OGEN,Oragenics,Biotechnology,12615705
OGI,OrganiGram Holdings,Drug Manufacturers - Specialty & Generic,107944928
OGN,Organon & Co.,Drug Manufacturers - General,2816778120
OGS,ONE Gas,Utilities - Regulated Gas,3413193700
OHAA,OPY Acquisition I,Shell Companies,55242149
OHI,Omega Healthcare Investors,REIT - Healthcare Facilities,7477216880
OI,O-I Glass,Packaging & Containers,2376606720
OII,Oceaneering International,Oil & Gas Equipment & Services,1951043250
OIS,Oil States International,Oil & Gas Equipment & Services,433168776
OKE,ONEOK,Oil & Gas Midstream,39753278602
OKTA,"Okta, Inc.",Software - Infrastructure,11287711520
OKYO,OKYO Pharma,Biotechnology,42618233
OLB,The OLB Group,Software - Application,13696110
OLED,Universal Display,Semiconductor Equipment & Materials,8299507025
OLK,Olink Holding AB (publ),Diagnostics & Research,3188548850
OLLI,Ollie's Bargain Outlet Holdings,Discount Stores,4455050460
OLMA,Olema Pharmaceuticals,Biotechnology,664357674
OLN,Olin Corporation,Specialty Chemicals,6125049000
OLO,Olo Inc.,Software - Application,940770614
OLP,One Liberty Properties,REIT - Diversified,466183941
OLPX,Olaplex Holdings,Specialty Retail,1623716428
OM,Outset Medical,Medical Devices,295203048
OMAB,Grupo Aeroportuario del Centro Norte,Airports & Air Services,3864415428
OMC,Omnicom Group,Advertising Agencies,16218711960
OMCL,Omnicell,Health Information Services,1590519612
OMER,Omeros,Biotechnology,161564335
OMEX,Odyssey Marine Exploration,Specialty Business Services,66539727
OMF,OneMain Holdings,Credit Services,5423257920
OMGA,Omega Therapeutics,Biotechnology,126274722
OMH,Ohmyhome,Real Estate Services,33432750
OMI,Owens & Minor,Medical Distribution,1676136910
OMIC,Singular Genomics Systems,Medical Instruments & Supplies,28253033
OMQS,OMNIQ,Software - Application,6934108
ON,ON Semiconductor,Semiconductors,32793345720
ONB,Old National Bancorp,Banks - Regional,4740460200
ONCT,Oncternal Therapeutics,Biotechnology,25415596
ONCY,Oncolytics Biotech,Biotechnology,102758320
ONDS,Ondas Holdings,Communication Equipment,81052707
ONEW,OneWater Marine,Recreational Vehicles,433355950
ONFO,Onfolio Holdings,Internet Content & Information,2714025
ONL,Orion Office REIT,REIT - Office,311810502
ONMD,OneMedNet,Health Information Services,38400000
ONON,On Holding AG,Apparel Retail,8119074796
ONTF,"ON24, Inc.",Software - Application,312919802
ONTO,Onto Innovation,Semiconductor Equipment & Materials,6832075200
ONTX,Onconova Therapeutics,Biotechnology,13263668
ONVO,Organovo Holdings,Biotechnology,9809181
ONYX,Onyx Acquisition Co. I,Shell Companies,95298802
OOMA,"Ooma, Inc.",Telecom Services,263936000
OP,OceanPal,Marine Shipping,15865052
OPA,Magnum Opus Acquisition,Shell Companies,124531546
OPAD,Offerpad Solutions,Real Estate Services,267427078
OPAL,OPAL Fuels,Utilities - Regulated Gas,155262915
OPBK,OP Bancorp,Banks - Regional,142492400
OPCH,Option Care Health,Medical Care Facilities,5296216900
OPEN,Opendoor Technologies,Real Estate Services,2452313460
OPFI,OppFi,Software - Application,430502725
OPGN,OpGen,Diagnostics & Research,4005400
OPHC,OptimumBank Holdings,Banks - Regional,25520774
OPI,Office Properties Income Trust,REIT - Office,305699493
OPK,OPKO Health,Diagnostics & Research,1260082910
OPOF,Old Point Financial,Banks - Regional,88418129
OPRA,Opera,Internet Content & Information,993129066
OPRT,Oportun Financial,Credit Services,103032902
OPRX,OptimizeRx,Health Information Services,178257550
OPT,Opthea,Biotechnology,214998669
OPTN,OptiNose,Drug Manufacturers - Specialty & Generic,138705320
OPTT,Ocean Power Technologies,Electrical Equipment & Parts,19805913
OPTX,Syntec Optics Holdings,Shell Companies,51819236
OPXS,Optex Systems Holdings,Aerospace & Defense,29419354
OPY,Oppenheimer Holdings,Capital Markets,421805170
OR,Osisko Gold Royalties,Gold,2536212390
ORA,Ormat Technologies,Utilities - Renewable,4265827788
ORAN,Orange,Telecom Services,31777270967
ORC,Orchid Island Capital,REIT - Mortgage,413425170
ORCL,Oracle,Software - Infrastructure,3.11221E+11
ORGN,Origin Materials,Chemicals,110618715
ORGO,Organogenesis Holdings,Drug Manufacturers - Specialty & Generic,439696530
ORGS,Orgenesis,Biotechnology,14673029
ORI,Old Republic International,Insurance - Diversified,8128158220
ORIC,ORIC Pharmaceuticals,Biotechnology,514418759
ORLA,Orla Mining,Gold,883551110
ORLY,O'Reilly Automotive,Specialty Retail,55960341736
ORMP,Oramed Pharmaceuticals,Biotechnology,90359360
ORN,Orion Group Holdings,Engineering & Construction,145235217
ORRF,Orrstown Financial Services,Banks - Regional,262592834
ORTX,Orchard Therapeutics,Biotechnology,369771544
OSA,ProSomnus,Medical Devices,9019229
OSBC,Old Second Bancorp,Banks - Regional,686559744
OSCR,Oscar Health,Healthcare Plans,1822454596
OSG,Overseas Shipholding Group,Oil & Gas Midstream,352449205
OSI,Osiris Acquisition,Shell Companies,32338887
OSIS,OSI Systems,Electronic Components,2079136842
OSK,Oshkosh,Farm & Heavy Construction Machinery,6529575570
OSPN,OneSpan,Software - Infrastructure,404856095
OSS,One Stop Systems,Computer Hardware,40590077
OST,Ostin Technology Group Co.,Electronic Components,12605670
OSUR,OraSure Technologies,Medical Instruments & Supplies,521738530
OSW,OneSpaWorld Holdings,Leisure,1264870728
OTEC,OceanTech Acquisitions I,Shell Companies,38961927
